<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
MDMG;D;210902;000000;887.5000000;95002
MDMG;D;210903;000000;876.9000000;40498
MDMG;D;210906;000000;870.0000000;170020
MDMG;D;210907;000000;887.0000000;61960
MDMG;D;210908;000000;889.4000000;42478
MDMG;D;210909;000000;880.0000000;45751
MDMG;D;210910;000000;870.7000000;25187
MDMG;D;210913;000000;873.1000000;28283
MDMG;D;210914;000000;868.1000000;17143
MDMG;D;210915;000000;870.0000000;60770
MDMG;D;210916;000000;868.0000000;18346
MDMG;D;210917;000000;865.0000000;12495
MDMG;D;210920;000000;846.1000000;91635
MDMG;D;210921;000000;848.0000000;25444
MDMG;D;210922;000000;852.9000000;28956
MDMG;D;210923;000000;874.5000000;50948
MDMG;D;210924;000000;862.2000000;24769
MDMG;D;210927;000000;867.5000000;27455
MDMG;D;210928;000000;852.5000000;25740
MDMG;D;210929;000000;825.0000000;29742
MDMG;D;210930;000000;823.5000000;26331
MDMG;D;211001;000000;823.6000000;23254
MDMG;D;211004;000000;814.0000000;35148
MDMG;D;211005;000000;820.0000000;31858
MDMG;D;211006;000000;797.1000000;29413
MDMG;D;211007;000000;811.7000000;18187
MDMG;D;211008;000000;813.0000000;28060
MDMG;D;211011;000000;854.0000000;40680
MDMG;D;211012;000000;855.0000000;19169
MDMG;D;211013;000000;852.7000000;25611
MDMG;D;211014;000000;859.0000000;18362
MDMG;D;211015;000000;856.4000000;19791
MDMG;D;211018;000000;840.1000000;25379
MDMG;D;211019;000000;848.7000000;10998
MDMG;D;211020;000000;850.3000000;43680
MDMG;D;211021;000000;847.1000000;44503
MDMG;D;211022;000000;832.8000000;34889
MDMG;D;211025;000000;834.2000000;19203
MDMG;D;211026;000000;834.9000000;14535
MDMG;D;211027;000000;841.0000000;11977
MDMG;D;211028;000000;841.5000000;24853
MDMG;D;211029;000000;857.6000000;56779
MDMG;D;211101;000000;874.8000000;70728
MDMG;D;211102;000000;877.1000000;57289
MDMG;D;211103;000000;858.0000000;19698
MDMG;D;211105;000000;845.2000000;58450
MDMG;D;211108;000000;879.6000000;38977
MDMG;D;211109;000000;868.0000000;29057
MDMG;D;211110;000000;868.7000000;13370
MDMG;D;211111;000000;853.4000000;27099
MDMG;D;211112;000000;849.2000000;31596
MDMG;D;211115;000000;854.2000000;36648
MDMG;D;211116;000000;853.4000000;13394
MDMG;D;211117;000000;853.4000000;18489
MDMG;D;211118;000000;845.8000000;17605
MDMG;D;211119;000000;830.0000000;20140
MDMG;D;211122;000000;810.5000000;36651
MDMG;D;211123;000000;800.0000000;54485
MDMG;D;211124;000000;828.0000000;45458
MDMG;D;211125;000000;827.7000000;16633
MDMG;D;211126;000000;825.4000000;21689
MDMG;D;211129;000000;826.5000000;13209
MDMG;D;211130;000000;831.7000000;44336
MDMG;D;211201;000000;841.2000000;10384
MDMG;D;211202;000000;839.5000000;9825
MDMG;D;211203;000000;827.4000000;14899
MDMG;D;211206;000000;804.0000000;19710
MDMG;D;211207;000000;815.3000000;9466
MDMG;D;211208;000000;811.3000000;7663
MDMG;D;211209;000000;815.1000000;19027
MDMG;D;211210;000000;811.6000000;15704
MDMG;D;211213;000000;785.8000000;26021
MDMG;D;211214;000000;789.5000000;26040
MDMG;D;211215;000000;795.7000000;28720
MDMG;D;211216;000000;802.9000000;22562
MDMG;D;211217;000000;796.0000000;16323
MDMG;D;211220;000000;786.6000000;10838
MDMG;D;211221;000000;808.0000000;28260
MDMG;D;211222;000000;813.0000000;11474
MDMG;D;211223;000000;811.8000000;9488
MDMG;D;211224;000000;814.2000000;9728
MDMG;D;211227;000000;810.0000000;13363
MDMG;D;211228;000000;811.7000000;15926
MDMG;D;211229;000000;802.0000000;17364
MDMG;D;211230;000000;797.1000000;31536
MDMG;D;220103;000000;825.0000000;19798
MDMG;D;220104;000000;827.1000000;11089
MDMG;D;220105;000000;820.0000000;14450
MDMG;D;220106;000000;812.0000000;18366
MDMG;D;220110;000000;808.2000000;16038
MDMG;D;220111;000000;823.0000000;22737
MDMG;D;220112;000000;838.2000000;67752
MDMG;D;220113;000000;807.0000000;57058
MDMG;D;220114;000000;793.5000000;57126
MDMG;D;220117;000000;789.9000000;29259
MDMG;D;220118;000000;728.1000000;99761
MDMG;D;220119;000000;770.0000000;76093
MDMG;D;220120;000000;782.5000000;19037
MDMG;D;220121;000000;755.3000000;30707
MDMG;D;220124;000000;715.5000000;67242
MDMG;D;220125;000000;732.0000000;16876
MDMG;D;220126;000000;764.4000000;17670
MDMG;D;220127;000000;767.3000000;38492
MDMG;D;220128;000000;772.8000000;8607
MDMG;D;220131;000000;775.5000000;33856
MDMG;D;220201;000000;765.6000000;41446
MDMG;D;220202;000000;750.5000000;39577
MDMG;D;220203;000000;735.5000000;19038
MDMG;D;220204;000000;747.2000000;25509
MDMG;D;220207;000000;762.0000000;28271
MDMG;D;220208;000000;759.0000000;19508
MDMG;D;220209;000000;759.9000000;54740
MDMG;D;220210;000000;753.3000000;25289
MDMG;D;220211;000000;735.0000000;28164
MDMG;D;220214;000000;745.0000000;18527
MDMG;D;220215;000000;751.0000000;27153
MDMG;D;220216;000000;751.7000000;26372
MDMG;D;220217;000000;733.3000000;28780
MDMG;D;220218;000000;724.2000000;28272
MDMG;D;220221;000000;656.0000000;69894
MDMG;D;220222;000000;689.8000000;43827
MDMG;D;220224;000000;549.0000000;62256
MDMG;D;220225;000000;550.0000000;51684
MDMG;D;220330;000000;630.2000000;49214
MDMG;D;220331;000000;657.2000000;31873
MDMG;D;220401;000000;650.0000000;22264
MDMG;D;220404;000000;653.6000000;23985
MDMG;D;220405;000000;616.9000000;13411
MDMG;D;220406;000000;590.2000000;21006
MDMG;D;220407;000000;572.9000000;20021
MDMG;D;220408;000000;570.0000000;32804
MDMG;D;220411;000000;553.7000000;11110
MDMG;D;220412;000000;547.3000000;11608
MDMG;D;220413;000000;538.0000000;11536
MDMG;D;220414;000000;514.9000000;10158
MDMG;D;220415;000000;504.0000000;8864
MDMG;D;220418;000000;509.0000000;14824
MDMG;D;220419;000000;481.1000000;46787
MDMG;D;220420;000000;471.0000000;35116
MDMG;D;220421;000000;492.0000000;118697
MDMG;D;220422;000000;480.0000000;30580
MDMG;D;220425;000000;485.9000000;69256
MDMG;D;220426;000000;464.5000000;141910
MDMG;D;220427;000000;476.5000000;42990
MDMG;D;220428;000000;483.8000000;107646
MDMG;D;220429;000000;476.8000000;20024
MDMG;D;220504;000000;461.7000000;14610
MDMG;D;220505;000000;456.6000000;18670
MDMG;D;220506;000000;447.1000000;20256
MDMG;D;220511;000000;480.2000000;76268
MDMG;D;220512;000000;464.8000000;48611
MDMG;D;220513;000000;465.6000000;10103
MDMG;D;220516;000000;470.1000000;9798
MDMG;D;220517;000000;470.0000000;8612
MDMG;D;220518;000000;464.7000000;36808
MDMG;D;220519;000000;452.9000000;23493
MDMG;D;220520;000000;447.8000000;24963
MDMG;D;220523;000000;431.4000000;12256
MDMG;D;220524;000000;421.0000000;24488
MDMG;D;220525;000000;418.3000000;7866
MDMG;D;220526;000000;425.9000000;23079
MDMG;D;220527;000000;427.9000000;16233
MDMG;D;220530;000000;420.9000000;18595
MDMG;D;220531;000000;404.0000000;27553
MDMG;D;220601;000000;399.9000000;23433
MDMG;D;220602;000000;398.3000000;17142
MDMG;D;220603;000000;367.0000000;46851
MDMG;D;220606;000000;343.0000000;46144
MDMG;D;220607;000000;341.0000000;81300
MDMG;D;220608;000000;355.2000000;83133
MDMG;D;220609;000000;334.2000000;51220
MDMG;D;220610;000000;330.1000000;57662
MDMG;D;220614;000000;322.0000000;30456
MDMG;D;220615;000000;326.7000000;32343
MDMG;D;220616;000000;363.0000000;163967
MDMG;D;220617;000000;364.8000000;36229
MDMG;D;220620;000000;386.9000000;50446
MDMG;D;220621;000000;375.2000000;39681
MDMG;D;220622;000000;362.0000000;21710
MDMG;D;220623;000000;368.4000000;17135
MDMG;D;220624;000000;368.8000000;17047
MDMG;D;220627;000000;388.2000000;39175
MDMG;D;220628;000000;404.9000000;69682
MDMG;D;220629;000000;389.0000000;39200
MDMG;D;220630;000000;392.7000000;35191
MDMG;D;220701;000000;395.0000000;23009
MDMG;D;220704;000000;403.0000000;23011
MDMG;D;220705;000000;426.9000000;87002
MDMG;D;220706;000000;426.1000000;27210
MDMG;D;220707;000000;440.0000000;41845
MDMG;D;220708;000000;442.9000000;47562
MDMG;D;220711;000000;423.0000000;69549
MDMG;D;220712;000000;413.8000000;32768
MDMG;D;220713;000000;389.2000000;49975
MDMG;D;220714;000000;382.0000000;33747
MDMG;D;220715;000000;394.2000000;25134
MDMG;D;220718;000000;411.0000000;64398
MDMG;D;220719;000000;400.0000000;21742
MDMG;D;220720;000000;393.5000000;22687
